pid;name;mpc;cpu;mem;rss_mem;virt_mem;disk_io;disk_read;disk_write
12592;Vector;13;237.1;97.453125;46.6484375;50.8046875;70.33240985870361;70.33163547515869;0.000774383544921875
12592;Vector;14;242.8;77.8046875;38.96484375;38.83984375;76.93412113189697;76.93319797515869;0.00092315673828125
12592;Vector;15;232.5;93.84765625;43.53125;50.31640625;82.32474613189697;82.32382297515869;0.00092315673828125
12592;Vector;16;255.5;78.21875;38.9375;39.28125;89.45770740509033;89.45663547515869;0.001071929931640625
12592;Vector;17;228.9;83.26953125;42.24609375;41.0234375;94.69208240509033;94.69101047515869;0.001071929931640625
12592;Vector;18;246.7;94.6484375;44.66796875;49.98046875;100.88754367828369;100.88632297515869;0.001220703125
12592;Vector;19;264.8;79.453125;38.47265625;40.98046875;107.43441867828369;107.43319797515869;0.001220703125
12592;Vector;20;71.4;78.73046875;40.79296875;37.9375;109.06872081756592;109.06735324859619;0.0013675689697265625
12592;Vector;21;32.4;60.16015625;31.546875;28.61328125;109.0688705444336;109.06735324859619;0.0015172958374023438
12592;Vector;22;0.0;60.16015625;31.546875;28.61328125;110.0454330444336;110.04391574859619;0.0015172958374023438
